date,url,headline,doc_type,material_type,section,keywords
2020-01-05,https://www.nytimes.com/2020/01/05/business/japan-carlos-ghosn.html,Japan Defends Its Justice System After Carlos Ghosn’s Flight,article,News,,"['Politics and Government', 'Securities and Commodities Violations', 'Automobiles', 'Criminal Justice', 'Fugitives']"
2020-01-05,https://www.nytimes.com/2020/01/05/nyregion/nyc-tech-facebook-amazon-google.html,Silicon Valley’s Newest Rival: The Banks of the Hudson,article,News,,"['Computers and the Internet', 'Real Estate (Commercial)', 'Labor and Jobs', 'Renting and Leasing (Real Estate)', 'Relocation of Business']"
2020-01-05,https://www.nytimes.com/2020/01/05/nyregion/metropolitan-diary.html,‘There Was a Woman Sitting Alone at the End of the Bar’,article,News,,[]
2020-01-05,https://www.nytimes.com/2020/01/05/world/canada/nunavik-midwives-indigenous.html,Giving Birth Where the Family Is,article,News,,"['Indigenous People', 'Midwives and Doulas', 'Pregnancy and Childbirth', 'Women and Girls', 'Eskimos', 'Politics and Government']"
2020-01-05,https://www.nytimes.com/2020/01/05/world/europe/german-tourists-italy-dead.html,"Car Plows Into German Tourists in Italy, Killing 6 and Injuring 11",article,News,,['Deaths (Fatalities)']
2020-01-05,https://www.nytimes.com/2020/01/05/us/harvey-weinstein-trial.html,All Bets Are Off as Harvey Weinstein’s Sexual Assault Trial Opens Today,article,News,,"['Sex Crimes', 'Sexual Harassment', '#MeToo Movement', 'Workplace Hazards and Violations', 'Movies']"
2020-01-05,https://www.nytimes.com/2020/01/05/us/iran-world-war-3-draft.html,"For a Post-9/11 Generation, War Isn’t New but Fears of Another One Are",article,News,,"['United States Defense and Military Forces', 'Draft and Recruitment (Military)', 'Youth', 'Targeted Killings']"
2020-01-05,https://www.nytimes.com/2020/01/05/neediest-cases/taekwondo-lessons-single-parent.html,Taekwondo Gave 2 Children an Outlet. It Gave Their Mother a Break.,article,News,,"['Philanthropy', 'Taekwondo']"
2020-01-05,https://www.nytimes.com/2020/01/05/reader-center/psychotherapy-keith-ablow.html,A Reporter’s Dive Into the Legal Deep of Psychotherapy,article,News,,"['Therapy and Rehabilitation', 'Malpractice']"
2020-01-05,https://www.nytimes.com/2020/01/05/realestate/homes-that-sold-for-around-600000.html,"Homes That Sold for Around $600,000",article,News,,['Real Estate and Housing (Residential)']
2020-01-05,https://www.nytimes.com/2020/01/05/science/europa-rover-antarctica.html,This Robot’s Journey to an Icy Alien Moon Starts Beneath Antarctica,article,News,,"['Europa (Moon of Jupiter)', 'Jupiter (Planet)', 'Robots and Robotics', 'Ice', 'Extraterrestrial Life', 'Drones (Pilotless Planes)', 'Space and Astronomy']"
2020-01-05,https://www.nytimes.com/2020/01/05/briefing/iraq-soleimani-australia-golden-globes.html,"Iraq, Australia, Golden Globes: Your Weekend Briefing",article,briefing,,[]
2020-01-05,https://www.nytimes.com/2020/01/05/business/the-week-in-business-a-former-auto-titans-shocking-escape.html,The Week in Business: A Former Auto Titan’s Shocking Escape,article,News,,[]
2020-01-05,https://www.nytimes.com/2020/01/05/world/middleeast/iran-general-soleimani-iraq.html,Iran Ends Nuclear Limits as Killing of Iranian General Upends Mideast,article,News,,"['Targeted Killings', 'Defense and Military Forces', 'United States Defense and Military Forces', 'United States International Relations', 'Nuclear Weapons']"
2020-01-05,https://www.nytimes.com/2020/01/05/us/Pennsylvania-Turnpike-accident.html,"5 Dead and 60 Injured in Pennsylvania Turnpike Multi-Vehicle Crash, Officials Say",article,News,,"['Traffic Accidents and Safety', 'Deaths (Fatalities)']"
2020-01-05,https://www.nytimes.com/slideshow/2020/01/05/fashion/runway-mens/chalayan-fall-2020.html,Chalayan: Fall 2020,multimedia,Slideshow,,"[""Men's Fashion Week"", 'London Fashion Week']"
2020-01-05,https://www.nytimes.com/2020/01/05/arts/music/wackies-reggae-lloyd-barnes.html,"40 Years Later, Reggae’s Heart Still Beats in the Bronx",article,News,,['Reggae Music']
2020-01-05,https://www.nytimes.com/2020/01/05/movies/golden-globes-2020-parties.html,Golden Globe Parties: Everyone Wants to Meet the Man Who Made ‘Parasite’,article,News,,"['Movies', 'Academy Awards (Oscars)', 'Golden Globes (Awards)']"
2020-01-05,https://www.nytimes.com/2020/01/05/dining/what-to-cook-this-week.html,What to Cook This Week,article,News,,['Cooking and Cookbooks']
2020-01-05,https://www.nytimes.com/2020/01/05/sports/football/tom-bradys-patriots-titans-playoffs.html,Tom Brady’s Last Pass Puts His Patriots Future in Doubt,article,News,,"['Football', 'Playoff Games']"
2020-01-05,https://www.nytimes.com/2020/01/05/us/politics/us-isis-iran.html,U.S.-Led Coalition Halts ISIS Fight as It Steels for Iranian Attacks,article,News,,"['Terrorism', 'Defense and Military Forces', 'United States Defense and Military Forces', 'Targeted Killings']"
2020-01-05,https://www.nytimes.com/2020/01/05/opinion/suleimani-iran-trump.html,The Long Battle With Iran,article,Op-Ed,,"['Targeted Killings', 'United States International Relations', 'United States Defense and Military Forces']"
2020-01-05,https://www.nytimes.com/video/world/middleeast/100000006904547/iran-funeral-soleimani.html,Huge Crowds Gather to Mourn Iran’s Top Commander,multimedia,Video,,"['Targeted Killings', 'Funerals and Memorials']"
2020-01-05,https://www.nytimes.com/2020/01/05/world/middleeast/Iran-us-trump.html,Outrage in Iran After Killing of Suleimani: Here’s What You Need to Know,article,News,,"['Defense and Military Forces', 'United States Defense and Military Forces', 'United States International Relations']"
2020-01-05,https://www.nytimes.com/2020/01/05/opinion/letters/prison-reform.html,"On Prison Reform, From the Inside",article,Letter,,"['Prisons and Prisoners', 'Youth']"
2020-01-05,https://www.nytimes.com/2020/01/05/movies/golden-globes.html,‘Once Upon a Time … in Hollywood’ and ‘1917’ Win Top Awards at Golden Globes,article,News,,"['Golden Globes (Awards)', 'Academy Awards (Oscars)', 'Movies', 'Television']"
2020-01-05,https://www.nytimes.com/2020/01/05/opinion/letters/trump-debt-united-states.html,When the ‘King of Debt’ Is the President,article,Letter,,"['National Debt (US)', 'Presidential Election of 2020', 'United States Economy', 'Tax Cuts and Jobs Act (2017)']"
2020-01-05,https://www.nytimes.com/2020/01/05/world/middleeast/pompeo-trump-iran.html,Pompeo Warns Iran’s Leaders U.S. Could Attack Them if They Retaliate,article,News,,"['United States Defense and Military Forces', 'War and Emergency Powers (US)', 'Drones (Pilotless Planes)', 'Targeted Killings']"
2020-01-05,https://www.nytimes.com/2020/01/05/us/politics/pete-buttigieg-military-iran.html,"Buttigieg’s Bet: After Iran Strike, Military Experience Matters Even More",article,News,,"['Presidential Election of 2020', 'Veterans', 'United States Defense and Military Forces', 'United States International Relations', 'Targeted Killings']"
2020-01-05,https://www.nytimes.com/2020/01/05/business/boeing-737-max.html,It’s Not Just Software: New Safety Risks Under Scrutiny on Boeing’s 737 Max,article,News,,"['AIRLINES AND AIRPLANES', 'Boeing 737 Max Groundings and Safety Concerns (2019)', 'Aviation Accidents, Safety and Disasters', 'Engines', 'Pilots']"
2020-01-05,https://www.nytimes.com/2020/01/05/nyregion/anti-semitism-solidarity-march-nyc.html,Solidarity March Against Anti-Semitism: Thousands Rally After Attacks,article,News,,"['Demonstrations, Protests and Riots', 'ANTI-SEMITISM', 'Hate Crimes', 'Jews and Judaism']"
2020-01-05,https://www.nytimes.com/2020/01/05/movies/uncut-gems-box-office.html,"‘Uncut Gems’ Shines at Box Office, Just in Time for Oscar Voting",article,News,,['Movies']
2020-01-05,https://www.nytimes.com/2020/01/05/us/politics/democratic-ads-2020-negative.html,Hate Negative Political Ads? This Is the Primary for You,article,News,,"['Presidential Election of 2020', 'Political Advertising', 'Primaries and Caucuses']"
2020-01-05,https://www.nytimes.com/2020/01/05/us/us-army-mother-ice-deportation.html,Army Officer Says His Mother’s Deportation Is ‘Completely Inhumane’,article,News,,"['Illegal Immigration', 'Deportation']"
2020-01-05,https://www.nytimes.com/2020/01/05/world/americas/venezuela-noticias-guaido-maduro.html,"Venezuela’s Maduro Claims Control of National Assembly, Consolidating Grip on Power",article,News,,"['Politics and Government', 'Legislatures and Parliaments']"
2020-01-05,https://www.nytimes.com/slideshow/2020/01/05/fashion/runway-mens/wales-bonner-fall-2020.html,WALES BONNER: Fall 2020,multimedia,Slideshow,,['London Fashion Week']
2020-01-05,https://www.nytimes.com/2020/01/05/world/middleeast/mideast-allies-suleimani.html,U.S. Allies in Mideast Fear They May Pay Price for Suleimani Killing,article,News,,['United States International Relations']
2020-01-05,https://www.nytimes.com/2020/01/05/briefing/iran-suleimani-australia-fires-boeing.html,"Iran’s Response, Australia Fires, Boeing: Your Monday Briefing",article,briefing,,[]
2020-01-05,https://www.nytimes.com/2020/01/05/business/media/digital-advertising-tech-backlash.html,Your Digital Detox May Be Toxic for Advertising,article,News,,"['Mobile Applications', 'Online Advertising', 'Smartphones', 'Social Media']"
2020-01-05,https://www.nytimes.com/2020/01/05/us/bellingham-natural-gas-ban.html,"To Fight Climate Change, One City May Ban Heating Homes With Natural Gas",article,News,,"['Greenhouse Gas Emissions', 'Heating', 'Natural Gas', 'Global Warming', 'Electric Light and Power']"
2020-01-05,https://www.nytimes.com/2020/01/05/world/americas/venezuela-noticias-maduro-guaido.html,"Venezuela’s Maduro Claims Control of National Assembly, Tightening Grip on Power",article,News,,"['Politics and Government', 'Legislatures and Parliaments']"
2020-01-05,https://www.nytimes.com/2020/01/05/opinion/iraq-iran-trump.html,Trump Hurts an Ally and Helps the Terrorists,article,Op-Ed,,"['United States Defense and Military Forces', 'United States International Relations', 'Defense and Military Forces', 'Targeted Killings']"
2020-01-05,https://www.nytimes.com/2020/01/05/business/energy-environment/naacp-utility-donations.html,N.A.A.C.P. Tells Local Chapters: Don’t Let Energy Industry Manipulate You,article,News,,"['Blacks', 'Black People', 'Philanthropy', 'Alternative and Renewable Energy', 'Electric Light and Power', 'Lobbying and Lobbyists', 'Politics and Government']"
2020-01-05,https://www.nytimes.com/2020/01/05/world/middleeast/iran-suleimani-funeral.html,Mourners Throng Iran’s Streets for Suleimani Funeral Marches,article,News,,"['United States International Relations', 'Targeted Killings', 'Funerals and Memorials']"
2020-01-05,https://www.nytimes.com/2020/01/05/sports/football/vikings-saints-score-playoffs.html,Vikings’ Overtime Touchdown Upsets Saints’ Plans Once Again,article,News,,"['Football', 'Playoff Games']"
2020-01-05,https://www.nytimes.com/2020/01/05/learning/whats-going-on-in-this-picture-jan-6-2020.html,"What’s Going On in This Picture? | Jan. 6, 2020",article,News,,[]
2020-01-05,https://www.nytimes.com/2020/01/05/style/golden-globes-red-carpet-fashion.html,2020 Golden Globes Red Carpet: Fashion at the Awards,article,News,,"['Golden Globes (Awards)', 'Movies', 'Fashion and Apparel', 'your-feed-fashion', 'your-feed-selfcare']"
2020-01-05,https://www.nytimes.com/2020/01/05/world/europe/erdogan-turkish-troops-libya.html,Erdogan Announces First Turkish Troops Are Heading to Libya,article,News,,[]
2020-01-05,https://www.nytimes.com/slideshow/2020/01/05/fashion/runway-mens/john-alexander-skelton-fall-2020.html,John Alexander Skelton: Fall 2020,multimedia,Slideshow,,"['London Fashion Week', ""Men's Fashion Week""]"
2020-01-05,https://www.nytimes.com/2020/01/05/crosswords/daily-puzzle-2020-01-06.html,Pick a Card,article,News,,['Crossword Puzzles']
2020-01-05,https://www.nytimes.com/2020/01/05/arts/john-baldessari-dead.html,"John Baldessari, Who Gave Conceptual Art a Dose of Wit, Is Dead at 88",article,Obituary (Obit),,"['Art', 'Deaths (Obituaries)']"
2020-01-05,https://www.nytimes.com/2020/01/05/us/politics/trump-impeachment-iran.html,Iran Uncertainty Grips Congress as Impeachment Looms,article,News,,"['United States Politics and Government', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'United States International Relations', 'War Powers Act (1973)', 'Impeachment', 'Targeted Killings']"
2020-01-06,https://www.nytimes.com/2020/01/05/opinion/wine-tariff-trump.html,The Insanity of Trump’s Wine Tariffs,article,Op-Ed,,"['International Trade and World Market', 'Wines', 'Customs (Tariff)', 'Layoffs and Job Reductions', 'United States Politics and Government']"
2020-01-06,https://www.nytimes.com/interactive/2020/01/05/movies/golden-globes-live-chat.html,Golden Globes 2020: Highlights and Analysis,multimedia,Interactive Feature,,"['Golden Globes (Awards)', 'Movies', 'Television']"
2020-01-06,https://www.nytimes.com/2020/01/05/opinion/amy-klobuchar-2020.html,A Democrat Who Can Beat Trump,article,Op-Ed,,"['Presidential Election of 2020', 'Midterm Elections (2018)', 'United States Politics and Government', 'Voting and Voters', 'States (US)', 'Primaries and Caucuses', 'Health Insurance and Managed Care', 'United States Economy', 'Elections, Senate']"
2020-01-06,https://www.nytimes.com/2020/01/05/world/middleeast/trump-iran-nuclear-agreement.html,"Iran Challenges Trump, Announcing End of Nuclear Restrictions",article,News,,"['Nuclear Weapons', 'Cyberwarfare and Defense', 'Embargoes and Sanctions']"
2020-01-06,https://www.nytimes.com/2020/01/05/us/politics/trump-mar-a-lago-iran.html,"A Typical Trump Vacation, With a Momentous Result",article,News,,"['United States Politics and Government', 'United States Defense and Military Forces', 'Presidential Election of 2020']"
2020-01-06,https://www.nytimes.com/2020/01/05/us/politics/trump-iran-cultural-sites.html,"Trump Threatens Iranian Cultural Sites, and Warns of Sanctions on Iraq",article,News,,"['United States International Relations', 'United States Politics and Government', 'United States Defense and Military Forces', 'War Crimes, Genocide and Crimes Against Humanity', 'Targeted Killings', 'Destruction of Cultural Antiquities and Heritage']"
2020-01-06,https://www.nytimes.com/2020/01/05/opinion/democrats-2020.html,Crisis as Political Catalyst,article,Op-Ed,,"['United States Politics and Government', 'Presidential Election of 2020', 'United States International Relations', 'Impeachment', 'Polls and Public Opinion', 'Targeted Killings']"
2020-01-06,https://www.nytimes.com/2020/01/05/arts/television/baby-yoda-real-name.html,What Is Baby Yoda’s Real Name? Taika Waititi Knows,article,News,,"['Television', 'Golden Globes (Awards)']"
2020-01-06,https://www.nytimes.com/2020/01/05/sports/football/seahawks-eagles-score-playoffs.html,Seahawks Knock Out Carson Wentz and the Eagles,article,News,,"['Football', 'Playoff Games']"
2020-01-06,https://www.nytimes.com/2020/01/05/world/middleeast/trump-cultural-sites.html,Defenders of History Take Aim at Trump’s Threat to Strike Iran’s Cultural Sites,article,News,,"['United States International Relations', 'United States Defense and Military Forces', 'Destruction of Cultural Antiquities and Heritage', 'United States Politics and Government', 'World Heritage Sites', 'Targeted Killings']"
