,date,url,headline,articles,doc_type,material_type,section,keywords,label
1415,2021-05-11,100000007757871,"Andrew Brown ‘Was Not a Threat,’ Family Lawyer Says",news conference tuesday chance lynch lawyer family andrew brown jr black man fatally shoot north carolina sheriff deputy say mr brown ambush officer,multimedia,Video,,"['Police Brutality, Misconduct and Shootings']",100000007757871
1416,2021-05-11,politics,Violence in Israel Challenges Biden’s ‘Stand Back’ Approach,president come office see little opportunity resolve israeli palestinian conflict force get involved,article,News,,"['Peace Process', 'War and Armed Conflicts', 'Palestinians', 'United States International Relations', 'United States Politics and Government', 'Diplomatic Service, Embassies and Consulates']",politics
1417,2021-05-11,politics,Senate Panel Deadlocks on Voting Rights as Bill Faces Major Obstacles,democrat face task overcome difference measure decide use vehicle try curb filibuster,article,News,,"['Filibusters and Debate Curbs', 'United States Politics and Government', 'Presidential Election of 2020', 'Voter Fraud (Election Fraud)', 'Rumors and Misinformation', 'Absentee Voting', 'Voter Registration and Requirements', 'Law and Legislation', 'Campaign Finance', 'Political Action Committees']",politics
1418,2021-05-12,us,"Virginia Troopers Stopped Black Driver Illegally, Prosecutor Says",juanisha brook say authority tell reason stop even ask repeatedly charge drop,article,News,,"['Police Brutality, Misconduct and Shootings', 'Discrimination', 'Black People', 'Blacks']",us
1420,2021-05-12,politics,Pentagon Chief Feared ‘Coup’ Accusations if He Deployed Troops to Capitol Riot,christopher c miller acting defense secretary jan plan defend pentagon action violence testify house panel wednesday,article,News,,"['Presidential Election of 2020', 'Storming of the US Capitol (Jan, 2021)', 'United States Politics and Government', 'Demonstrations, Protests and Riots']",politics
1421,2021-05-12,us,Andrew Brown’s Family Is Shown More Video of His Killing by Deputies,family able view minute footage dash body camera make public say show mr brown threatening even make contact officer,article,News,,"['Police Brutality, Misconduct and Shootings', 'Black People', 'Blacks', 'Murders, Attempted Murders and Homicides', 'Video Recordings, Downloads and Streaming']",us
1422,2021-05-12,politics,Liz Cheney delivers defiant speech on House floor ahead of vote to oust her from G.O.P. leadership.,remain silent ignore lie embolden liar cheney say,article,News,,['United States Politics and Government'],politics
1423,2021-05-12,learning,Teach About Inequality With These 28 New York Times Graphs,graph income education health care pandemic help student think critically stubborn grow inequality american society,article,News,,[],learning
1424,2021-05-12,learning,A Lesson Plan for Learning With Our Collection of Inequality Graphs,lesson student explore social inequality income education health care many exacerbate issue race gender use new york time graph,article,News,,[],learning
1425,2021-05-12,us,Bloomberg Gives $150 Million to Help Universities Diversify STEM Doctorates,initiative benefit john hopkins institution name honor vivien thomas best know work treat blue baby syndrome,article,News,,"['Philanthropy', 'Race and Ethnicity', 'Historically Black Colleges and Universities', 'Colleges and Universities', 'Science and Technology', 'Black People', 'Blacks', 'Tuition']",us
1426,2021-05-12,learning,Are C.E.O.s Paid Too Much?,gap compensation executive employee big,article,News,,[],learning
1427,2021-05-12,100000007757930,Prosecutor to Seek Death Penalty in Atlanta Spa Shootings,fani willis fulton county district attorney say office seek death penalty robert aaron long man accuse kill people spa atlanta area,multimedia,Video,,"['Atlanta Spa Shootings (2021)', 'Murders, Attempted Murders and Homicides', 'Capital Punishment', 'Hate Crimes']",100000007757930
1428,2021-05-12,well,Why Haven’t You Scheduled Your Covid Vaccine?,feel hesitant get shot want hear question,article,News,,"['Vaccination and Immunization', 'Coronavirus (2019-nCoV)']",well
1429,2021-05-12,arts,Metropolitan Opera Reaches Deal With Union Representing Chorus,labor trouble cast company plan reopen september doubt major union yet reach deal,article,News,,"['Organized Labor', 'Classical Music', 'Wages and Salaries', 'Coronavirus (2019-nCoV)']",arts
1430,2021-05-12,politics,House Democrats and White House Reach Deal Over Testimony by Ex-Trump Aide,terse announcement signal possible end long running constitutional lawsuit former president donald j trump party arrangement,article,News,,"['Subpoenas', 'Executive Privilege, Doctrine of', 'Constitution (US)', 'United States Politics and Government', 'Presidential Election of 2020']",politics
1431,2021-05-12,politics,Detentions at southwestern border rose in April to highest level in at least 20 years.,number immigrant detain southwestern border rise straight month accord custom border protection data,article,News,,"['Immigration and Emigration', 'Illegal Immigration']",politics
1432,2021-05-12,crosswords,Piece of Cake,tracy gray gon wash grid right hair,article,News,,['Crossword Puzzles'],crosswords
1433,2021-05-12,world,Violence Escalates Between Israelis and Palestinians,fight israeli palestinian intensify tuesday high level see year militant fired rocket israel israeli military respond airstrikes gaza,multimedia,Video,,"['Palestinians', 'War and Armed Conflicts']",world
1434,2021-05-12,todayspaper,Quotation of the Day: Getting Clever in Inoculating Youths in U.S.,quotation day wednesday,article,Quote,,[],todayspaper
1435,2021-05-12,us,"Corrections: May 12, 2021",correction appear print wednesday,article,Correction,,[],us
1436,2021-05-12,sports,Claiming the Summit Without Reaching the Top,people say reach summit world high mountain researcher question really,multimedia,Interactive Feature,,"['Mountaineering', 'Records and Achievements', 'Research', 'Mountains']",sports
1437,2021-05-12,briefing,Your Wednesday Briefing,israeli gaza conflict intensifies,article,briefing,,[],briefing
1438,2021-05-12,sports,What Rudy Tomjanovich Learned by Coaching the Greats,tomjanovich lead houston rocket championship hakeem olajuwon briefly coach lakers kobe bryant oversee olympic team kevin garnett,article,News,,"['Basketball', 'Coaches and Managers', 'Content Type: Personal Profile']",sports
1439,2021-05-12,sports,W.N.B.A. Braces for ‘Fierce Competition’ in New Season,wave talented rookie make tense battle new face aari mcdonald charli collier take perennial star diana taurasi candace parker,article,News,,['Basketball'],sports
1440,2021-05-12,arts,Stephen Colbert Roasts Jeff Bezos for His ‘Support Yacht’,founder amazon new superyacht big require second yacht helipad mean need separate yacht helicopter colbert joke tuesday,article,News,,['Television'],arts
1441,2021-05-12,learning,Word of the Day: elated,word appear article nytimes com past year use sentence,article,News,,[],learning
1443,2021-05-12,opinion,‘I’m Speechless.’ We Asked Law-Enforcement Officers Around the World How American Policing Looks From Abroad.,go well say american law enforcement exactly win fan,multimedia,Video,,"['Police Brutality, Misconduct and Shootings', 'Immunity from Prosecution', 'Police', 'your-feed-opinionvideo']",opinion
1444,2021-05-12,climate,There’s a New Definition of ‘Normal’ for Weather,new baseline data temperature rain snow weather event reveal climate change united state,multimedia,Interactive Feature,,"['Global Warming', 'Weather', 'Temperature', 'States (US)']",climate
1445,2021-05-12,learning,Small Towns,life well small town big city want live school,article,News,,[],learning
1446,2021-05-12,books,It’s Time to Sweat It Out and Get Pumped With Alison Bechdel,new graphic memoir secret superhuman strength bechdel turn relationship exercise lifelong interest connect mind body,article,Review,,"['Books and Literature', 'Exercise', 'Comic Books and Strips', 'Sweating', 'Health Clubs', 'Content Type: Personal Profile']",books
1447,2021-05-12,magazine,"Authentically American Red-Cooked Short Ribs, by Way of Taiwan",family style beef short rib inspire cross cultural texas childhood,article,News,,"['Cooking and Cookbooks', 'Chinese Food (Cuisine)', 'Recipes', 'Beef']",magazine
1448,2021-05-12,parenting,"They’re Not Anti-Vaccine, but These Parents Are Hesitant About the Covid Shot",many vaccinate come kid unknown give pause,article,News,,"['Vaccination and Immunization', 'Children and Childhood', 'Parenting', 'Coronavirus (2019-nCoV)']",parenting
1449,2021-05-12,opinion,This Might Be the Year D.C. Becomes a State,democrat use seat advantage republican call power grab resident call vote right,article,Op-Ed,,"['Politics and Government', 'Statehood Movement for Washington, DC']",opinion
1450,2021-05-12,opinion,‘I’m Speechless.’ We Asked Law-Enforcement Officers Around the World How American Policing Looks From Abroad.,go well say american law enforcement exactly win fan,article,Op-Ed,,"['Police Reform', 'Police', 'Police Brutality, Misconduct and Shootings']",opinion
1451,2021-05-12,well,How Exercise May Help Us Flourish,physical activity promote sense purpose life create virtuous cycle keep move,article,News,,"['Exercise', 'Mental Health and Disorders', 'Depression (Mental)']",well
1452,2021-05-12,opinion,"There’s an Exodus From the ‘Star Cities,’ and I Have Good News and Bad News",everyone argue future hold store surprise silver lining democrat urban exodus,article,Op-Ed,,"['Urban Areas', 'Rural Areas', 'Population', 'United States Politics and Government', 'Presidential Election of 2020', 'Redistricting and Reapportionment', 'Quarantine (Life and Culture)']",opinion
1454,2021-05-12,opinion,Are We Following the Science or Our Tribes?,ever social distancing begin red blue area country become even culturally isolate,article,Op-Ed,,"['Coronavirus Reopenings', 'Shutdowns (Institutional)', 'Coronavirus (2019-nCoV)', 'Quarantines', 'Vaccination and Immunization']",opinion
1455,2021-05-12,opinion,My Beloved College Town Has a Problem: It’s Too Popular,bozeman mont big city problem get big city help,article,Op-Ed,,"['Population', 'Affordable Housing', 'Real Estate and Housing (Residential)']",opinion
1456,2021-05-12,opinion,Joe and Mitch Hold a Frenemy Summit,president meeting test friendship mean washington day,article,Op-Ed,,"['United States Politics and Government', 'Infrastructure (Public Works)']",opinion
1457,2021-05-12,magazine,The Untold Story of the NFT Boom,digital creator use blockchain create whole new art scene work start sell thousand sometimes million dollar,article,News,,"['Art', 'Nonfungible Tokens (NFTs)', 'Computers and the Internet', 'Virtual Currency', 'Bitcoin (Currency)', 'Blockchain (Technology)']",magazine
1458,2021-05-12,magazine,His Legs Suddenly Felt Paralyzed. Could Intense Workouts Be the Cause?,try get realize move weakness surprising cause even surprising cause cause,article,News,,"['Emergency Medical Treatment', 'Thyroid Gland', 'Exercise', 'Hormones']",magazine
1459,2021-05-12,style,Those Buzzy New Collagen Products Are Risky Business,add collagen powder daily smoothie opt collagen bar snack proceed cautiously,article,News,,"['Dietary Supplements and Herbal Remedies', 'Content Type: Service', 'Skin', 'Medicine and Health', 'your-feed-selfcare']",style
1460,2021-05-12,business,U.S. Asks Mexico to Investigate Labor Issues at G.M. Facility,administration learn appear serious violation labor right say use new tool north american trade deal seek review,article,News,,"['United States-Mexico-Canada Agreement', 'Collective Bargaining', 'Workplace Hazards and Violations', 'Organized Labor', 'Factories and Manufacturing']",business
