date,category_id,category,headline,articles,url
2020-01-10,1,world,"As U.S.-Iran Tensions Flare, Iraq Is Caught in the Middle",after us airstrikes killed an iranian leader iraqs parliament voted to expel american forces some iraqi officials say that would be disastrous for iraq,https://www.nytimes.com/2020/01/10/world/middleeast/iraq-iran-us-troops.html
2020-01-10,2,politics,"House Democrats Push Environmental Bills, but Victories Are Few",climate and environmental activists are growing impatient with a democraticled house that they view as not doing enough to enact their agenda,https://www.nytimes.com/2020/01/10/us/politics/environment-climate-democrats-congress.html
2020-01-10,4,business,‘I Honestly Don’t Trust Many People at Boeing’: A Broken Culture Exposed,a trove of internal employee communications shows that the aviation giants troubles go beyond one poorly designed plane,https://www.nytimes.com/2020/01/10/business/boeing-737-employees-messages.html
2020-01-11,0,opinion,Taiwan’s Election is a Vote About China,the race for president is a proxy contest about national identity,https://www.nytimes.com/2020/01/10/opinion/taiwans-election-is-a-vote-about-china.html
2020-01-11,0,opinion,Of Course Bernie Can Win,to say sanders is unelectable is indefensible,https://www.nytimes.com/2020/01/10/opinion/bernie-sanders-2020.html
2020-01-11,2,politics,"Your Impeachment Questions, Answered",times reporters fielded questions from readers covering topics like the chief justices role and the odds of a second impeachment,https://www.nytimes.com/2020/01/10/us/politics/impeachment-questions-answers.html
2020-01-11,1,world,"Iran, United by Loss of General, Is Divided Over Plane Crash",a debate of how much blame the government bears for the downing of a ukrainian jetliner threatens to destroy a moment of national solidarity,https://www.nytimes.com/2020/01/10/world/middleeast/iran-plane-crash-suleimani.html
2020-01-11,4,business,Stephanie Grisham: Trump’s Press Secretary Who Doesn’t Meet the Press,a presidency in crisis a nation on the brink of war  and a white house press secretary who was largely out of sight,https://www.nytimes.com/2020/01/10/business/media/stephanie-grisham-trump-press-secretary.html
2020-01-11,0,opinion,Two Deaths and My Life,the memento mori of two friends,https://www.nytimes.com/2020/01/10/opinion/sonny-mehta-ward-just.html
2020-01-11,1,world,"Sultan Qaboos, 79, Is Dead; Built Oman Into Prosperous Oasis of Peacemaking",the longestserving arab ruler qaboos pulled his nation from poverty and brokered quiet talks between global foes,https://www.nytimes.com/2020/01/10/world/middleeast/sultan-qaboos-dead.html
2020-01-11,2,politics,"Texas Governor Shuts State to Refugees, Using New Power Granted by Trump",gov greg abbott told the state department that texas would not accept refugees this year,https://www.nytimes.com/2020/01/10/us/politics/texas-governor-refugees.html
2020-01-11,0,opinion,Changing Rules to Help Bankers and Hurt Poor Neighborhoods,the community reinvestment act needs a renovation the trump administration instead is proposing a partial demolition,https://www.nytimes.com/2020/01/10/opinion/Community-Reinvestment-Act.html
2020-01-11,1,world,Iran Is Expected to Announce Cause of Ukrainian Jet Crash,the announcement comes as american and allied intelligence assessments have suggested that iranian missiles brought down the plane most likely by accident,https://www.nytimes.com/2020/01/10/world/middleeast/iran-jet-crash.html
2020-01-11,2,politics,"F.B.I. Apologizes to Court for Botching Surveillance of Trump Adviser, and Pledges Fixes",in a rare public filing the bureau said it would extend wiretap changes to other tools for collecting data on suspected spies and terrorists,https://www.nytimes.com/2020/01/10/us/politics/fbi-fisa-court.html
2020-01-11,1,world,China Reports First Death From New Virus,the coronavirus which surfaced in the city of wuhan has put the region on alert but there is no evidence that it can spread among humans,https://www.nytimes.com/2020/01/10/world/asia/china-virus-wuhan-death.html
2020-01-11,1,world,A Distant Missile Strike Spreads Grief Across Canada,the downing of an airliner near tehran apparently by an iranian missile has created a diplomatic crisis,https://www.nytimes.com/2020/01/10/world/canada/iran-ukraine-plane-canada.html
2020-01-11,4,business,CNN Agrees to Pay $76 Million to Settle Allegations It Violated Federal Labor Law,the national labor relations board said the settlement with unionized broadcast technicians was the largest monetary remedy in its 84year history,https://www.nytimes.com/2020/01/10/business/cnn-labor-dispute-settlement.html
2020-01-11,1,world,Plane Crash Leaves Iranian Diaspora in Canada Grief-Stricken,of the 176 victims 57 canadians died on the flight that crashed on its way from tehran to ukraine many were students or faculty at the university of alberta in edmonton,https://www.nytimes.com/2020/01/10/world/canada/iran-crash-victims-canada.html
2020-01-11,4,business,How a High Schooler Scooped Everyone on the Iowa Poll,three times now arjav rawal has tweeted the results before their official release beating even cnn a poll sponsor,https://www.nytimes.com/2020/01/10/business/iowa-poll-student-scoop.html
2020-01-11,1,world,‘It Has Made Chaos Everywhere’: Iranian Reactions to the U.S. Killing Suleimani,how does iran view the us killing of maj gen qassim suleimani we spoke with several iranians to get their perspective on a figure both celebrated as a war hero and criticized as a symbol of repressive security apparatus,https://www.nytimes.com/video/world/middleeast/100000006907637/iranian-people-soleimani-reactions.html
2020-01-11,1,world,Flights In and Out of Tehran Continued After Missile Strikes and Plane Crash,planes took off after irans missile strikes on bases in iraq and even after a ukrainian plane crashed shortly after takeoff,https://www.nytimes.com/interactive/2020/01/10/world/middleeast/iran-tehran-airport-crash-flights.html
2020-01-11,1,world,Sheep That Survived Cargo Ship Disaster Cheat Death Again,weeks after more than 14000 sheep died in the black sea near romania 180 lucky ones have been rescued by animal welfare groups which pledged to protect them from slaughter,https://www.nytimes.com/2020/01/10/world/europe/sheep-capsized-romania.html
2020-01-11,1,world,Iran Says It Unintentionally Shot Down Ukrainian Airliner,the islamic republic of iran deeply regrets this disastrous mistake president hassan rouhani said as iran reversed its claims that mechanical failure was to blame,https://www.nytimes.com/2020/01/10/world/middleeast/missile-iran-plane-crash.html
2020-01-11,0,opinion,Why America Needs a Royal Family,yes this is the conclusion i have drawn from megxit,https://www.nytimes.com/2020/01/10/opinion/meghan-markle-royals.html
2020-01-11,3,arts,What’s on TV Saturday: ‘John Wick: Chapter 3’ and ‘Austin City Limits’,the latest movie in the john wick saga airs on hbo and the raconteurs perform songs off their new album on austin city limits,https://www.nytimes.com/2020/01/11/arts/television/whats-on-tv-saturday-john-wick-chapter-3-and-austin-city-limits.html
2020-01-11,1,world,"Plane Shot Down Because of Human Error, Iran Says",the military said that the ukraine passenger jet had been misidentified as a cruise missile flying over tehran,https://www.nytimes.com/2020/01/11/world/middleeast/plane-crash.html
2020-01-11,5,sports,What Makes Nick Bosa So Good? Let the Experts Explain,the best rookie defender in the nfl dominates with speed power and technical expertise amplified by a sophistication rare for his age,https://www.nytimes.com/2020/01/11/sports/football/49ers-nick-bosa.html
2020-01-11,2,politics,"Iran, Endorsements and a Debate Surprise: This Week in the 2020 Race",the 2020 democrats criticized president trumps iran strategy and top candidates notched significant endorsements with the iowa caucuses less than a month away,https://www.nytimes.com/2020/01/11/us/politics/democrats-castro-endorsement-iran.html
2020-01-11,2,politics,Sanders and Biden Look for Dominance in Early States,bernie sanders and joseph r biden jr have been seeking to take control of the race in its early stages trying to deny momentum to their top two rivals elizabeth warren and pete buttigieg,https://www.nytimes.com/2020/01/11/us/politics/sanders-biden-early-states.html
2020-01-11,1,world,"Happy Birthday, Trump Tells Kim. Not Enough, North Korea Says.",a senior aide said the norths leader kim jongun had good personal feelings about president trump but that did not affect policy,https://www.nytimes.com/2020/01/11/world/asia/trump-kim-jong-un-birthday.html
2020-01-11,1,world,"Far-Right Trolls, Not Grannies, Drive Outrage Over German Satire",a song about a grandmother and her gasguzzling motorcycle fuels a national debate in germany at the wheel were rightwing actors who wanted it that way,https://www.nytimes.com/2020/01/11/world/europe/germany-satire-far-right-grannies.html
2020-01-11,1,world,How Many Animals Have Died in Australia’s Wildfires?,a professor estimated this week that a billion animals had died in australias wildfires but where are these numbers coming from,https://www.nytimes.com/2020/01/11/world/australia/fires-animals.html
2020-01-11,4,business,The Merchants of Thirst,in nepal and many other countries private tanker operators profit from growing water scarcity,https://www.nytimes.com/2020/01/11/business/drought-increasing-worldwide.html
2020-01-11,1,world,"In Blow to Beijing, Taiwan Re-elects Tsai Ing-wen as President",the victory was a remarkable comeback for ms tsai and suggested that beijings pressure campaign had backfired,https://www.nytimes.com/2020/01/11/world/asia/taiwan-election-china.html
2020-01-11,1,world,Jet Crash in Iran Has Eerie Historical Parallel,the united states accidentally downed an iranian passenger jet in 1988 killing all 290 people aboard amid a battle with iranian forces in the persian gulf,https://www.nytimes.com/2020/01/11/world/middleeast/iran-air-flight-655-history.html
2020-01-11,1,world,Could ‘Megxit’ Be a Royal Fairy Tale for Canada?,the possibility that prince harry and his wife meghan might settle in canada has unleashed a frenzy of excitement and offers of free coffee  but also some dissent,https://www.nytimes.com/2020/01/11/world/canada/harry-meghan-royal-family.html
2020-01-11,1,world,"Harry, Meghan and Britain: When Did the Fairy Tale Go Sour?",not that long ago the duke and duchess of sussex were golden in the eyes of the news media and public what happened,https://www.nytimes.com/2020/01/11/world/europe/duchess-sussex-prince.html
2020-01-11,5,sports,The 8 N.F.L. Stars Who Powered Their Teams to the Playoffs,a field of 32 teams is down to its final eight in the quest for a championship our experts pick the players most instrumental to each teams success,https://www.nytimes.com/2020/01/11/sports/football/nfl-playoffs-most-valuable-player.html
