date,url,headline,articles,doc_type,material_type,section,keywords,label
2020-01-09,https://www.nytimes.com/2020/01/09/business/economy/trump-pennsylvania-economy.html,What the Rebirth of This Old Steel Center Means for Trump,The Lehigh Valley rebuilt its economy after foreign competition wiped out its mills. Now good times and bad memories may both help the president.,article,News,,"['Presidential Election of 2020', 'Labor and Jobs', 'Factories and Manufacturing', 'Economic Conditions and Trends', 'United States Economy']",business
2020-01-09,https://www.nytimes.com/2020/01/09/opinion/sunday/hong-kong-protests-food.html,"Tear-Gas Gelato, Foulmouthed Mooncakes and Other Foods Fit for a Revolution",How the Hong Kong democracy movement feeds on the city’s distinct identity.,article,Op-Ed,,"['Hong Kong Protests (2019)', 'Politics and Government', 'Secession and Independence Movements', 'Ice Cream and Frozen Desserts', 'Extradition']",opinion
2020-01-09,https://www.nytimes.com/2020/01/09/arts/music/anna-netrebko-opera.html,"Anna Netrebko, Consider New Opera. Please.",Puccini would love this diva’s gorgeous voice. But he would be mystified that she only sings old works.,article,News,,['Opera'],arts
2020-01-09,https://www.nytimes.com/2020/01/09/nyregion/liberty-state-park-golf-course.html,Golf Club for the 1 Percent Wants to Seize a Migratory Bird Habitat,"The golf course in Jersey City, N.J., says it needs the land to compete for tournaments. A birder counters, “It’s really just an obscenity.”",article,News,,"['Golf', 'Land Use Policies', 'Conservation of Resources', 'Presidents Cup (Golf)', 'Environment', 'Birds', 'Animal Migration', 'Birdwatching', 'State Legislatures']",nyregion
2020-01-09,https://www.nytimes.com/2020/01/09/nyregion/subway-cars-nyc.html,New Subway Cars Arrived. Then They Malfunctioned.,"The M.T.A. has removed nearly 300 cars from the A,C, J and Z lines in a setback to efforts to modernize the system. ",article,briefing,,"['Subways', 'Transit Systems']",nyregion
2020-01-09,https://www.nytimes.com/2020/01/09/briefing/donald-trump-british-royal-family-cuttlefish.html,"Donald Trump, British Royal Family, Cuttlefish: Your Thursday Briefing",Here's what you need to know.,article,briefing,,[],briefing
2020-01-09,https://www.nytimes.com/2020/01/09/podcasts/the-daily/harvey-weinstein-trial.html,"The Harvey Weinstein Case, Part 1","More than 80 women have come forward with allegations of sexual misconduct against Harvey Weinstein, but as he goes on trial in New York, the criminal charges center on just two. The story of Lucia Evans helps explain why.",article,News,,"['Sexual Harassment', 'Assaults']",podcasts
2020-01-09,https://www.nytimes.com/2020/01/09/technology/facebook-political-ads-lies.html,Facebook Says It Won’t Back Down From Allowing Lies in Political Ads,"The company was under intense pressure to adjust its policies. But in this presidential election year, no big changes are planned.",article,News,,"['Political Advertising', 'Online Advertising', 'Rumors and Misinformation', 'Presidential Election of 2020', 'United States Politics and Government']",technology
2020-01-09,https://www.nytimes.com/2020/01/09/business/right-hand-drive-cars.html,Right-Hand-Drive Cars: Not Just for Mail Carriers,Vehicles from Japan and Britain strike a chord with collectors looking for a different kind of wow factor.,article,News,,"['Automobiles', 'International Trade and World Market', 'Antique and Classic Cars']",business
2020-01-09,https://www.nytimes.com/2020/01/09/business/dealbook/facebook-political-ads.html,Facebook Won’t Take Down Misleading Political Ads,"The tech giant said it would not impose limits on such advertising, despite pressure from liberal and conservative critics.",article,News,,[],business
2020-01-09,https://www.nytimes.com/2020/01/09/movies/underwater-review.html,‘Underwater’ Review: Wobbly Sea Legs,"Kristen Stewart is lean, intense and taciturn in this aquatic “Alien” attempt. But the movie is more boring than horrific.",article,Review,,['Movies'],movies
2020-01-09,https://www.nytimes.com/2020/01/09/movies/the-sonata-review.html,‘The Sonata’ Review: A Little Fright Music,A young violinist inherits a cursed piece of music in this slow-moving ghost story.,article,Review,,['Movies'],movies
2020-01-09,https://www.nytimes.com/2020/01/09/movies/the-woman-who-loves-giraffes-review.html,‘The Woman Who Loves Giraffes’ Review: Crackers for Animals,"This warm documentary uses one woman’s singular passion to fuel a tale of zoological discovery, blatant sexism and environmental alarm.",article,Review,,"['Documentary Films and Programs', 'Giraffes']",movies
2020-01-09,https://www.nytimes.com/2020/01/09/movies/three-christs-review.html,‘Three Christs’ Review: Exploring the Mysteries of the Mind,The film is based on a book by a social psychologist who studied schizophrenia in the late 1950s.,article,Review,,['Movies'],movies
2020-01-09,https://www.nytimes.com/2020/01/09/movies/afterward-review.html,‘Afterward’ Review: Asking for Opinions of Jews and Israel,"A documentary seeks to find out what people think of Jews, the Holocaust and history.",article,Review,,"['Documentary Films and Programs', 'Palestinians', 'War Crimes, Genocide and Crimes Against Humanity', 'Jews and Judaism']",movies
2020-01-09,https://www.nytimes.com/2020/01/09/world/middleeast/iran-plane-crash-ukraine.html,"Iranian Missile Accidentally Brought Down Ukrainian Jet, Officials Say, Citing Early Evidence","Western intelligence showed that Iran was responsible for the plane crash, suggesting that the deaths of those aboard were a consequence of the heightened tensions between Washington and Iran.",article,News,,"['Ukraine International Airlines Flight 752', 'Aviation Accidents, Safety and Disasters', 'Defense and Military Forces', 'Missiles and Missile Defense Systems', 'AIRLINES AND AIRPLANES', 'United States International Relations']",world
2020-01-09,https://www.nytimes.com/2020/01/09/world/middleeast/us-iran-war.html,Iran Offers Mixed Message After Backing Away From Conflict With U.S.,"A day after President Trump seemed eager to de-escalate tensions, Iranian officials vowed revenge for the killing of a top general but also noted their missile strikes had not been intended to kill.",article,News,,"['United States International Relations', 'Defense and Military Forces', 'Deaths (Fatalities)']",world
2020-01-09,https://www.nytimes.com/2020/01/09/opinion/sunday/deaths-despair-poverty.html,Who Killed the Knapp Family?,"Across America, working-class people — including many of our friends — are dying of despair. And we’re still blaming the wrong people.",article,Op-Ed,,"['Prisons and Prisoners', 'Drug Abuse and Traffic', 'Child Abuse and Neglect', 'Unemployment', 'Deaths (Fatalities)', 'Suicides and Suicide Attempts', 'Social Conditions and Trends']",opinion
2020-01-09,https://www.nytimes.com/2020/01/09/world/europe/brexit-boris-johnson-parliament-vote.html,U.K. Lawmakers Give Brexit Bill the Green Light,"A House of Commons, once bitterly split on how and whether to leave the European Union, agreed with little drama on withdrawal at the end of the month.",article,News,,"['Great Britain Withdrawal from EU (Brexit)', 'Legislatures and Parliaments']",world
2020-01-09,https://www.nytimes.com/2020/01/09/t-magazine/comfortable-robes-tlist.html,"The T List: A Comfy Robe You’ll Want to Leave the House in, and More","What to buy, see and try this week, from the editors of T Magazine.",article,News,,"['Art', 'Skin', 'Flowers and Plants', 'Nineteen Hundred Eighties']",t-magazine
2020-01-09,https://www.nytimes.com/slideshow/2020/01/09/realestate/on-the-market-in-new-york-city.html,On the Market in New York City,"This week’s properties are in Midtown East, Astoria, Queens, and Windsor Terrace, Brooklyn.",multimedia,Slideshow,,['Real Estate and Housing (Residential)'],realestate
2020-01-09,https://www.nytimes.com/slideshow/2020/01/09/realestate/on-the-market-in-the-new-york-region.html,On the Market in the New York Region,"This week’s properties are five-bedroom homes in Mountainside, N.J., and Katonah, N.Y.",multimedia,Slideshow,,['Real Estate and Housing (Residential)'],realestate
2020-01-09,https://www.nytimes.com/2020/01/09/realestate/homes-for-sale-in-brooklyn-queens-and-manhattan.html,"Homes for Sale in Brooklyn, Queens and Manhattan","This week’s properties are in Midtown East, Astoria, Queens, and Windsor Terrace, Brooklyn.",article,News,,['Real Estate and Housing (Residential)'],realestate
2020-01-09,https://www.nytimes.com/2020/01/09/realestate/homes-for-sale-in-new-york-and-new-jersey.html,Homes for Sale in New York and New Jersey,"This week’s properties are five-bedroom homes in Mountainside, N.J., and Katonah, N.Y.",article,News,,['Real Estate and Housing (Residential)'],realestate
2020-01-09,https://www.nytimes.com/2020/01/09/climate/trump-nepa-environment.html,Trump’s Move Against Landmark Environmental Law Caps a Relentless Agenda,"The White House, hoping to speed infrastructure projects like pipelines, will formally introduce changes to  a half century-old landmark environmental law.",article,News,,"['Infrastructure (Public Works)', 'Environment', 'Regulation and Deregulation of Industry', 'Global Warming', 'Greenhouse Gas Emissions', 'Oil (Petroleum) and Gasoline', 'United States Politics and Government', 'Law and Legislation', 'Water Pollution', 'Air Pollution']",climate
2020-01-09,https://www.nytimes.com/2020/01/09/us/california-australia-wildfires.html,Australia’s Fires Through a Californian’s Eyes,"Thursday: The scale is different, but the parallels are undeniable. Also: Gov. Gavin Newsom’s big homelessness plan, and one of “52 Places.”",article,briefing,,[],us
2020-01-09,https://www.nytimes.com/interactive/2020/01/09/science/betelgeuse-supernova-fading.html,Waiting for Betelgeuse to Explode,It could be a long wait.,multimedia,Interactive Feature,,"['Stars and Galaxies', 'Space and Astronomy', 'Telescopes and Observatories']",science
2020-01-09,https://www.nytimes.com/2020/01/09/science/astronomy-supernova-betelgeuse.html,Just a Fainting Spell? Or Is Betelgeuse About to Blow?,A familiar star in the constellation Orion has dimmed noticeably since October. Astronomers wonder if its explosive finale is imminent.,article,News,,"['Space and Astronomy', 'Stars and Galaxies']",science
2020-01-09,https://www.nytimes.com/2020/01/09/realestate/the-most-popular-words-in-real-estate-listings.html,The Most Popular Words in Real Estate Listings,‘Open floor plan.’ ‘Granite countertops.’ ‘Vaulted ceilings.’ Here are the words and phrases that most often lure us to property listings.,article,News,,"['Real Estate and Housing (Residential)', 'Computers and the Internet', 'English Language']",realestate
2020-01-09,https://www.nytimes.com/2020/01/09/opinion/subpoena-john-bolton.html,Subpoena John Bolton,What Pelosi should do now.,article,Op-Ed,,"['United States Politics and Government', 'Trump-Ukraine Whistle-blower Complaint and Impeachment Inquiry', 'Impeachment', 'Polls and Public Opinion']",opinion
2020-01-09,https://www.nytimes.com/2020/01/09/nyregion/ny-police-shooting-east-village.html,Wild Gunfire Involving Police Leaves Two Dead in the East Village,"Before opening fire, officers yelled at a gunman to get on the ground, the police said. “He refused,” a chief said. “He kept on walking.”",article,News,,"['Police Brutality, Misconduct and Shootings', 'Murders, Attempted Murders and Homicides']",nyregion
2020-01-09,https://www.nytimes.com/2020/01/09/style/second-child-problems.html,The Plight of Being Born Second,"When your older child’s achievements are recognized, and your younger one’s are forgotten, should you say something?",article,News,,"['Customs, Etiquette and Manners']",style
2020-01-09,https://www.nytimes.com/2020/01/09/movies/inherit-the-viper-review.html,‘Inherit the Viper’ Review: Hard Times in a Hard Town,"A family of opioid dealers in a poverty-stricken town faces the end of the line in this tough, tight crime thriller.",article,Review,,['Movies'],movies
